"adr","State","City","Service","Count","EditionYear","Comments","lon","lat"
"Lawnside, New Jersey","New Jersey","Lawnside","Road House",1,1939,"",-75.0282253,39.8665025
"Lawnside, New Jersey","New Jersey","Lawnside","Recreation Park",1,1939,"",-75.0282253,39.8665025
"Lawnside, New Jersey","New Jersey","Lawnside","Tavern",2,1938,"",-75.0282253,39.8665025
"Leavenworth, Kansas","Kansas","Leavenworth","Tourist Home",3,1939,"",-94.9224637,39.3111112
"Lebanon, Missouri","Missouri","Lebanon","Tourist Home",4,1939,"",-92.6637865,37.6805967
"Lexington, Kentucky","Kentucky","Lexington","Restaurant",1,1939,"",-84.5037164,38.0405837
"Lexington, Tennessee","Tennessee","Lexington","Tourist Home",1,1939,"",-88.3933796,35.6509029
"Lexington, Tennessee","Tennessee","Lexington","Tourist Home",2,1938,"",-88.3933796,35.6509029
"Lexington, Virginia","Virginia","Lexington","Tavern",1,1939,"",-79.4428157,37.7840208
"Lexington, Virginia","Virginia","Lexington","Tourist Home",1,1939,"",-79.4428157,37.7840208
"Lima, Ohio","Ohio","Lima","Tourist Home",5,1939,"",-84.1052256,40.742551
"Lincoln, Nebraska","Nebraska","Lincoln","Hotel",1,1939,"",-96.6851982,40.8257625
"Lincoln, Nebraska","Nebraska","Lincoln","Tourist Home",3,1939,"",-96.6851982,40.8257625
"Linden, New Jersey","New Jersey","Linden","Night Club",1,1939,"",-74.2445902,40.6220478
"Linden, New Jersey","New Jersey","Linden","Night Club",2,1938,"",-74.2445902,40.6220478
"Little Rock, Arkansas","Arkansas","Little Rock","Tourist Home",2,1939,"",-92.2895948,34.7464809
"Little Rock, Arkansas","Arkansas","Little Rock","Hotel",3,1939,"",-92.2895948,34.7464809
"Littleton, North Carolina","North Carolina","Littleton","Hotel",1,1939,"",-77.9119317,36.4345934
"Long Branch, New Jersey","New Jersey","Long Branch","Tavern",4,1938,"",-73.9923596,40.3042778
"Long Branch, New Jersey","New Jersey","Long Branch","Restaurant",2,1938,"",-73.9923596,40.3042778
"Long Branch, New Jersey","New Jersey","Long Branch","Restaurant",2,1939,"",-73.9923596,40.3042778
"Long Branch, New Jersey","New Jersey","Long Branch","Tavern",4,1939,"",-73.9923596,40.3042778
"Lorain, Ohio","Ohio","Lorain","Tourist Home",8,1939,"",-82.1823746,41.452819
"Los Angeles, California","California","Los Angeles","Hotel",5,1939,"",-118.2436849,34.0522342
"Los Angeles, California","California","Los Angeles","Tourist Home",3,1939,"",-118.2436849,34.0522342
"Los Angeles, California","California","Los Angeles","Tavern",1,1939,"",-118.2436849,34.0522342
"Los Angeles, California","California","Los Angeles","Beauty Parlor",1,1939,"",-118.2436849,34.0522342
"Los Angeles, California","California","Los Angeles","Service Station",2,1939,"",-118.2436849,34.0522342
"Los Angeles, California","California","Los Angeles","Liquor Store",1,1939,"",-118.2436849,34.0522342
"Louisville, Kentucky","Kentucky","Louisville","Tourist Home",2,1939,"",-85.7584557,38.2526647
"Louisville, Kentucky","Kentucky","Louisville","Hotel",4,1939,"",-85.7584557,38.2526647
"Louisville, Kentucky","Kentucky","Louisville","Hotel",3,1938,"",-85.7584557,38.2526647
"Lynchburg, Virginia","Virginia","Lynchburg","Road House",1,1939,"",-79.1422464,37.4137536
"Lynchburg, Virginia","Virginia","Lynchburg","Tourist Home",3,1939,"",-79.1422464,37.4137536
"Lynchburg, Virginia","Virginia","Lynchburg","Hotel",2,1939,"",-79.1422464,37.4137536
"Lynchburg, Virginia","Virginia","Lynchburg","Beauty Parlor",1,1939,"",-79.1422464,37.4137536
"Lynchburg, Virginia","Virginia","Lynchburg","Hotel",2,1938,"",-79.1422464,37.4137536
"Lynchburg, Virginia","Virginia","Lynchburg","Road House",1,1938,"",-79.1422464,37.4137536
"Lynchburg, Virginia","Virginia","Lynchburg","Beauty Parlor",1,1938,"",-79.1422464,37.4137536
"Lynchburg, Virginia","Virginia","Lynchburg","Service Station",1,1939,"",-79.1422464,37.4137536
"Lynchburg, Virginia","Virginia","Lynchburg","Tourist Home",3,1938,"",-79.1422464,37.4137536
"Lynchburg, Virginia","Virginia","Lynchburg","Drug Store",1,1939,"",-79.1422464,37.4137536
"Lynchburg, Virginia","Virginia","Lynchburg","Tavern",1,1939,"",-79.1422464,37.4137536
"Macomb, Mississippi","Mississippi","Macomb","Tourist Home",1,1939,"",-90.4531535,31.2437872
"Macomb, Mississippi","Mississippi","Macomb","Hotel",1,1939,"",-90.4531535,31.2437872
"Macon, Georgia","Georgia","Macon","Tourist Home",4,1939,"",-83.6324022,32.8406946
"Macon, Georgia","Georgia","Macon","Tourist Home",4,1938,"",-83.6324022,32.8406946
"Macon, Georgia","Georgia","Macon","Hotel",2,1938,"",-83.6324022,32.8406946
"Macon, Georgia","Georgia","Macon","Hotel",2,1939,"",-83.6324022,32.8406946
"Madison, New Jersey","New Jersey","Madison","Taxi",1,1939,"",-74.417097,40.7598227
"Magnolia, New Jersey","New Jersey","Magnolia","Tavern",1,1938,"",-75.0390591,39.8545581
"Magnolia, New Jersey","New Jersey","Magnolia","Tavern",1,1939,"",-75.0390591,39.8545581
"Manhattan, Kansas","Kansas","Manhattan","Tourist Home",2,1939,"",-96.5716694,39.1836082
"Mansfield, Louisiana","Louisiana","Mansfield","Tourist Home",4,1939,"",-93.7001819,32.0376629
"Marietta, Ohio","Ohio","Marietta","Hotel",1,1939,"",-81.4548436,39.415352
"Marietta, Ohio","Ohio","Marietta","Tourist Home",1,1939,"",-81.4548436,39.415352
"Marion, Indiana","Indiana","Marion","Restaurant",2,1939,"",-85.6591442,40.5583739
"Marlboro, Maryland","Maryland","Marlboro","Hotel",1,1939,"",-76.7496909,38.8159473
"Marlboro, Maryland","Maryland","Marlboro","Hotel",1,1938,"",-76.7496909,38.8159473
"Massilon, Ohio","Ohio","Massilon","Beauty Parlor",1,1939,"",-81.5215093,40.7967244
"Memphis, Tennessee","Tennessee","Memphis","Drug Store",1,1939,"",-90.0489801,35.1495343
"Memphis, Tennessee","Tennessee","Memphis","Tailor",1,1939,"",-90.0489801,35.1495343
"Memphis, Tennessee","Tennessee","Memphis","Restaurant",1,1939,"",-90.0489801,35.1495343
"Memphis, Tennessee","Tennessee","Memphis","Hotel",2,1939,"",-90.0489801,35.1495343
"Memphis, Tennessee","Tennessee","Memphis","Hotel",2,1938,"",-90.0489801,35.1495343
"Meridian, Mississippi","Mississippi","Meridian","Tourist Home",3,1939,"",-88.703656,32.3643098
"Meridian, Mississippi","Mississippi","Meridian","Hotel",1,1939,"",-88.703656,32.3643098
"Mexia, Texas","Texas","Mexia","Hotel",1,1939,"",-96.482203,31.6798895
"Mexia, Texas","Texas","Mexia","Tourist Home",3,1939,"",-96.482203,31.6798895
"Miami, Florida","Florida","Miami","Hotel",2,1938,"",-80.1917902,25.7616798
"Miami, Florida","Florida","Miami","Hotel",3,1939,"",-80.1917902,25.7616798
"Michigan City, Indiana","Indiana","Michigan City","Tourist Home",1,1939,"",-86.8950297,41.7075394
"Midland, Texas","Texas","Midland","Beauty Parlor",1,1939,"",-102.0779146,31.9973456
"Midland, Texas","Texas","Midland","Hotel",1,1939,"",-102.0779146,31.9973456
"Minneapolis, Minnesota","Minnesota","Minneapolis","Tourist Home",1,1939,"",-93.2650108,44.977753
"Moberly , Missouri","Missouri","Moberly ","Tourist Home",4,1939,"",-92.4382367,39.4183689
"Mobile, Alabama","Alabama","Mobile","Tourist Home",5,1939,"One is advertisement",-88.0398912,30.6953657
"Mobile, Alabama","Alabama","Mobile","Beauty Parlor",1,1939,"",-88.0398912,30.6953657
"Mommouth Cave, Kentucky","Kentucky","Mommouth Cave","Hotel",1,1938,"",-86.100528,37.1869978
"Monroe, Louisiana","Louisiana","Monroe","Tourist Home",3,1939,"",-92.1193012,32.5093109
"Montclair, New Jersey","New Jersey","Montclair","Night Club",1,1938,"",-74.2090053,40.8259007
"Montclair, New Jersey","New Jersey","Montclair","Tavern",1,1938,"",-74.2090053,40.8259007
"Montclair, New Jersey","New Jersey","Montclair","School of Beauty Culture",1,1939,"",-74.2090053,40.8259007
"Montclair, New Jersey","New Jersey","Montclair","Tavern",1,1939,"",-74.2090053,40.8259007
"Montclair, New Jersey","New Jersey","Montclair","Barber Shop",1,1938,"",-74.2090053,40.8259007
"Montclair, New Jersey","New Jersey","Montclair","Night Club",1,1939,"",-74.2090053,40.8259007
"Montclair, New Jersey","New Jersey","Montclair","Garage",1,1939,"",-74.2090053,40.8259007
"Montclair, New Jersey","New Jersey","Montclair","Barber Shop",1,1939,"",-74.2090053,40.8259007
"Montclair, New Jersey","New Jersey","Montclair","Restaurant",2,1938,"",-74.2090053,40.8259007
"Montclair, New Jersey","New Jersey","Montclair","School of Beauty Culture",1,1938,"",-74.2090053,40.8259007
"Montclair, New Jersey","New Jersey","Montclair","Beauty Parlor",1,1938,"",-74.2090053,40.8259007
"Montclair, New Jersey","New Jersey","Montclair","Beauty Parlor",1,1939,"",-74.2090053,40.8259007
"Montclair, New Jersey","New Jersey","Montclair","Restaurant",2,1939,"",-74.2090053,40.8259007
"Morgan City, Louisiana","Louisiana","Morgan City","Tourist Home",4,1939,"",-91.20677,29.6993748
"Morristown, New Jersey","New Jersey","Morristown","Night Club",1,1939,"",-74.4815438,40.7967667
"Morristown, New Jersey","New Jersey","Morristown","Tavern",1,1939,"",-74.4815438,40.7967667
"Mt. Olive, North Carolina","North Carolina","Mt. Olive","Restaurant",1,1939,"",-78.0663788,35.1965531
"Mt. Sterling, Kentucky","Kentucky","Mt. Sterling","Hotel",1,1938,"",-83.9432556,38.0564679
"Mt. Sterling, Kentucky","Kentucky","Mt. Sterling","Hotel",1,1939,"",-83.9432556,38.0564679
"Mt. Sterling, Kentucky","Kentucky","Mt. Sterling","Tourist Home",3,1939,"",-83.9432556,38.0564679
"Mt. Vernon, New York","New York","Mt. Vernon","Dance Hall",1,1938,"Advertisement",-73.8370786,40.9125992
"Mt. Vernon, New York","New York","Mt. Vernon","Road House",2,1939,"",-73.8370786,40.9125992
"Mt. Vernon, New York","New York","Mt. Vernon","Road House",2,1938,"",-73.8370786,40.9125992
"Mt. Vernon, New York","New York","Mt. Vernon","School of Beauty Culture",2,1939,"",-73.8370786,40.9125992
"Mt. Vernon, New York","New York","Mt. Vernon","Dine and Dance",1,1937,"",-73.8370786,40.9125992
"Mt. Vernon, New York","New York","Mt. Vernon","Restaurant",2,1937,"",-73.8370786,40.9125992
"Mt. Vernon, New York","New York","Mt. Vernon","School of Beauty Culture",2,1938,"",-73.8370786,40.9125992
"Mullens, South Carolina","South Carolina","Mullens","Hotel",1,1939,"",-79.2544902,34.2057166
"Muncie, Indiana","Indiana","Muncie","Restaurant",1,1939,"",-85.3863599,40.1933767
"Murfreesboro, Tennessee","Tennessee","Murfreesboro","Tourist Home",2,1939,"",-86.39027,35.8456213
"Murfreesboro, Tennessee","Tennessee","Murfreesboro","Tourist Home",1,1938,"",-86.39027,35.8456213
"Muskegon, Michigan","Michigan","Muskegon","Tourist Home",3,1939,"",-86.2483921,43.2341813
"Muskogee, Oklahoma","Oklahoma","Muskogee","Hotel",3,1939,"",-95.3696909,35.7478769
"Muskogee, Oklahoma","Oklahoma","Muskogee","Tavern",1,1939,"",-95.3696909,35.7478769
"Nashville, Tennessee","Tennessee","Nashville","Hotel",3,1938,"",-86.7816016,36.1626638
"Nashville, Tennessee","Tennessee","Nashville","Theater",1,1939,"",-86.7816016,36.1626638
"Nashville, Tennessee","Tennessee","Nashville","Tourist Home",1,1939,"",-86.7816016,36.1626638
"Nashville, Tennessee","Tennessee","Nashville","Hotel",5,1939,"",-86.7816016,36.1626638
"Nashville, Tennessee","Tennessee","Nashville","Beauty Parlor",2,1939,"",-86.7816016,36.1626638
"Natural Bridge, Virginia","Virginia","Natural Bridge","Tourist Home",1,1939,"",-79.5437431,37.6285122
"Nepperhan, Yonkers, New York","New York","Nepperhan, Yonkers","Restaurant",1,1937,"",-73.8768902,40.954592
"New Albany, Indiana","Indiana","New Albany","Tourist Home",3,1939,"",-85.8241312,38.2856247
"New Albany, Mississippi","Mississippi","New Albany","Tourist Home",3,1939,"",-89.0078418,34.4942683
"New Albany, Mississippi","Mississippi","New Albany","Hotel",1,1939,"",-89.0078418,34.4942683
"New Bern, North Carolina","North Carolina","New Bern","Hotel",1,1938,"",-77.0441143,35.108493
"New Bern, North Carolina","North Carolina","New Bern","Hotel",1,1939,"",-77.0441143,35.108493
"New Bern, North Carolina","North Carolina","New Bern","Tourist Home",1,1939,"",-77.0441143,35.108493
"New Bern, North Carolina","North Carolina","New Bern","Tourist Home",1,1938,"",-77.0441143,35.108493
"New Bern, North Carolina","North Carolina","New Bern","Tavern",1,1939,"",-77.0441143,35.108493
"New Brunswick, New Jersey","New Jersey","New Brunswick","Road House",1,1938,"",-74.4518188,40.4862157
"New Brunswick, New Jersey","New Jersey","New Brunswick","Road House",1,1939,"",-74.4518188,40.4862157
"New Haven, Connecticut","Connecticut","New Haven","Beauty Parlor",2,1939,"",-72.9278835,41.308274
"New Haven, Connecticut","Connecticut","New Haven","School of Beauty Culture",1,1939,"",-72.9278835,41.308274
"New Haven, Connecticut","Connecticut","New Haven","Tourist Home",4,1938,"",-72.9278835,41.308274
"New Haven, Connecticut","Connecticut","New Haven","Restaurant",1,1939,"",-72.9278835,41.308274
"New Haven, Connecticut","Connecticut","New Haven","Hotel",2,1939,"",-72.9278835,41.308274
"New Haven, Connecticut","Connecticut","New Haven","Hotel",3,1938,"",-72.9278835,41.308274
"New Haven, Connecticut","Connecticut","New Haven","Tourist Home",4,1939,"",-72.9278835,41.308274
"New Iberia, Louisiana","Louisiana","New Iberia","Tourist Home",3,1939,"",-91.8187285,30.0035365
"New London, Connecticut","Connecticut","New London","Tourist Home",5,1939,"",-72.0995209,41.3556539
"New London, Connecticut","Connecticut","New London","Tourist Home",5,1938,"",-72.0995209,41.3556539
"New Orleans, Louisiana","Louisiana","New Orleans","Service Station",1,1939,"",-90.0715323,29.9510658
"New Orleans, Louisiana","Louisiana","New Orleans","Tavern",1,1939,"",-90.0715323,29.9510658
"New Orleans, Louisiana","Louisiana","New Orleans","Tourist Home",4,1939,"",-90.0715323,29.9510658
"New Orleans, Louisiana","Louisiana","New Orleans","Taxi",1,1939,"",-90.0715323,29.9510658
"New Orleans, Louisiana","Louisiana","New Orleans","Hotel",4,1938,"",-90.0715323,29.9510658
"New Orleans, Louisiana","Louisiana","New Orleans","Hotel",4,1939,"",-90.0715323,29.9510658
"New Orleans, Louisiana","Louisiana","New Orleans","Barber Shop",1,1939,"",-90.0715323,29.9510658
"New Rochelle, New York","New York","New Rochelle","Restaurant and Bar",1,1937,"",-73.7823549,40.9114882
"New Rochelle, New York","New York","New Rochelle","Night Club",1,1939,"",-73.7823549,40.9114882
"New Rochelle, New York","New York","New Rochelle","Barber Shop",2,1939,"",-73.7823549,40.9114882
"New Rochelle, New York","New York","New Rochelle","Pharmacy",1,1939,"",-73.7823549,40.9114882
"New Rochelle, New York","New York","New Rochelle","Restaurant",1,1937,"",-73.7823549,40.9114882
"New Rochelle, New York","New York","New Rochelle","Dining",2,1937,"",-73.7823549,40.9114882
"New Rochelle, New York","New York","New Rochelle","Pharmacy",1,1937,"",-73.7823549,40.9114882
"New Rochelle, New York","New York","New Rochelle","Night Club",1,1938,"",-73.7823549,40.9114882
"New Rochelle, New York","New York","New Rochelle","Beauty Parlor",6,1938,"",-73.7823549,40.9114882
"New Rochelle, New York","New York","New Rochelle","Restaurant",5,1938,"",-73.7823549,40.9114882
"New Rochelle, New York","New York","New Rochelle","Tavern",1,1938,"",-73.7823549,40.9114882
"New Rochelle, New York","New York","New Rochelle","Dine and Dance",1,1937,"",-73.7823549,40.9114882
"New Rochelle, New York","New York","New Rochelle","Beauty Salon",1,1937,"",-73.7823549,40.9114882
"New Rochelle, New York","New York","New Rochelle","Pharmacy",1,1938,"Advertisement",-73.7823549,40.9114882
"New Rochelle, New York","New York","New Rochelle","Beauty Parlor",6,1939,"",-73.7823549,40.9114882
"New Rochelle, New York","New York","New Rochelle","Restaurant",5,1939,"",-73.7823549,40.9114882
"New Rochelle, New York","New York","New Rochelle","Tavern",1,1939,"",-73.7823549,40.9114882
"New Rochelle, New York","New York","New Rochelle","Barber Shop",2,1938,"One is advertisement",-73.7823549,40.9114882
"New York City, New York","New York","New York City","Beauty Salon",1,1937,"",-74.0059413,40.7127837
"New York City, New York","New York","New York City","Retail Wine and Liquor",1,1937,"",-74.0059413,40.7127837
"New York City, New York","New York","New York City","Night Club",6,1938,"",-74.0059413,40.7127837
"New York City, New York","New York","New York City","Printers and Publishers",1,1937,"",-74.0059413,40.7127837
"New York City, New York","New York","New York City","Automotive Service",1,1939,"Advertisement",-74.0059413,40.7127837
"New York City, New York","New York","New York City","Restaurant",1,1937,"",-74.0059413,40.7127837
"New York City, New York","New York","New York City","Dance Hall",5,1938,"",-74.0059413,40.7127837
"New York City, New York","New York","New York City","Theater",2,1938,"",-74.0059413,40.7127837
"New York City, New York","New York","New York City","Care Storage",1,1937,"",-74.0059413,40.7127837
"New York City, New York","New York","New York City","Liquor Store",1,1938,"Advertisement",-74.0059413,40.7127837
"New York City, New York","New York","New York City","Tailor and Cleaner",2,1939,"Both advertisement",-74.0059413,40.7127837
"New York City, New York","New York","New York City","Auto Repairing",1,1938,"Advertisement",-74.0059413,40.7127837
"New York City, New York","New York","New York City","Barber Shop",22,1938,"",-74.0059413,40.7127837
"New York City, New York","New York","New York City","Beauty Parlor",29,1938,"",-74.0059413,40.7127837
"New York City, New York","New York","New York City","Cleaning and Tailoring",4,1937,"",-74.0059413,40.7127837
"New York City, New York","New York","New York City","Diner",1,1937,"",-74.0059413,40.7127837
"New York City, New York","New York","New York City","Cleaners",1,1938,"Advertisement",-74.0059413,40.7127837
"New York City, New York","New York","New York City","Radio Repairing",1,1937,"",-74.0059413,40.7127837
"New York City, New York","New York","New York City","Garage",1,1938,"",-74.0059413,40.7127837
"New York City, New York","New York","New York City","Auto Painting And Body Shop",1,1937,"",-74.0059413,40.7127837
"New York City, New York","New York","New York City","Auto Repairing",5,1937,"",-74.0059413,40.7127837
"New York City, New York","New York","New York City","Tailor and Cleaner",1,1938,"Advertisement",-74.0059413,40.7127837
"New York City, New York","New York","New York City","Auto Supplies",2,1937,"",-74.0059413,40.7127837
"New York City, New York","New York","New York City","Restaurant",38,1938,"",-74.0059413,40.7127837
"New York City, New York","New York","New York City","Automobile Technician",1,1937,"",-74.0059413,40.7127837
"New York City, New York","New York","New York City","Automotive Service",1,1937,"",-74.0059413,40.7127837
"New York City, New York","New York","New York City","Batteries",1,1937,"",-74.0059413,40.7127837
"New York City, New York","New York","New York City","School of Beauty Culture",2,1938,"",-74.0059413,40.7127837
"New York City, New York","New York","New York City","Automotive Service",17,1938,"",-74.0059413,40.7127837
"New York City, New York","New York","New York City","Garage",1,1939,"Advertisement",-74.0059413,40.7127837
"New York City, New York","New York","New York City","Radio Repairing",1,1939,"",-74.0059413,40.7127837
"New York City, New York","New York","New York City","Auto Painting  ",1,1937,"",-74.0059413,40.7127837
"New York City, New York","New York","New York City","Liquor Store",1,1939,"Advertisement",-74.0059413,40.7127837
"New York City, New York","New York","New York City","Room Service",1,1939,"Advertisement",-74.0059413,40.7127837
"New York City, New York","New York","New York City","Millinery",1,1939,"",-74.0059413,40.7127837
"New York City, New York","New York","New York City","Hotel",13,1938,"",-74.0059413,40.7127837
"New York City, New York","New York","New York City","Auto Sales",1,1937,"",-74.0059413,40.7127837
"New York City, New York","New York","New York City","Tavern",67,1938,"",-74.0059413,40.7127837
"New York City, New York","New York","New York City","Night Club",1,1939,"",-74.0059413,40.7127837
"New York City, New York","New York","New York City","Hotel",7,1939,"",-74.0059413,40.7127837
"New York City, New York","New York","New York City","Barber Shop",6,1939,"One is advertisement",-74.0059413,40.7127837
"New York City, New York","New York","New York City","Automotive Service",2,1939,"One is advertisement",-74.0059413,40.7127837
"New York City, New York","New York","New York City","ACE Auto Supply",1,1937,"",-74.0059413,40.7127837
"New York City, New York","New York","New York City","American and English Bicycles",1,1937,"",-74.0059413,40.7127837
"New York City, New York","New York","New York City","Haberdasher",1,1939,"",-74.0059413,40.7127837
"New York City, New York","New York","New York City","Auto Electric Service",1,1937,"",-74.0059413,40.7127837
"New York City, New York","New York","New York City","Auto Blacksmith",1,1937,"",-74.0059413,40.7127837
"New York City, New York","New York","New York City","Beauty Parlor",14,1939,"One is advertisement",-74.0059413,40.7127837
"New York City, New York","New York","New York City","Restaurant",1,1939,"",-74.0059413,40.7127837
"New York City, New York","New York","New York City","Auto Sales",1,1938,"Advertisement",-74.0059413,40.7127837
"New York City, New York","New York","New York City","Used Cars",1,1937,"",-74.0059413,40.7127837
"New York City, New York","New York","New York City","Tailor",2,1939,"",-74.0059413,40.7127837
"New York City, New York","New York","New York City","Tavern",5,1939,"One is advertisement",-74.0059413,40.7127837
"New York City, New York","New York","New York City","Auto Loan",1,1938,"",-74.0059413,40.7127837
"Newark, New Jersey","New Jersey","Newark","Night Club",5,1938,"",-74.1723667,40.735657
"Newark, New Jersey","New Jersey","Newark","Theater",3,1939,"",-74.1723667,40.735657
"Newark, New Jersey","New Jersey","Newark","Night Club",5,1939,"",-74.1723667,40.735657
"Newark, New Jersey","New Jersey","Newark","Hotel",1,1939,"",-74.1723667,40.735657
"Newark, New Jersey","New Jersey","Newark","Automotive Service",1,1939,"",-74.1723667,40.735657
"Newark, New Jersey","New Jersey","Newark","Beauty Parlor",7,1939,"",-74.1723667,40.735657
"Newark, New Jersey","New Jersey","Newark","Tourist Home",3,1938,"",-74.1723667,40.735657
"Newark, New Jersey","New Jersey","Newark","Restaurant",3,1939,"",-74.1723667,40.735657
"Newark, New Jersey","New Jersey","Newark","Druggist",1,1938,"",-74.1723667,40.735657
"Newark, New Jersey","New Jersey","Newark","Barber Shop",2,1939,"",-74.1723667,40.735657
"Newark, New Jersey","New Jersey","Newark","Beauty Parlor",3,1938,"",-74.1723667,40.735657
"Newark, New Jersey","New Jersey","Newark","Restaurant",3,1938,"One listed under “Chinese Restaurant”",-74.1723667,40.735657
"Newark, New Jersey","New Jersey","Newark","Tavern",18,1939,"",-74.1723667,40.735657
"Newark, New Jersey","New Jersey","Newark","Hotel",1,1938,"",-74.1723667,40.735657
"Newark, New Jersey","New Jersey","Newark","Tourist Home",3,1939,"",-74.1723667,40.735657
"Newark, New Jersey","New Jersey","Newark","Barber Shop",2,1938,"",-74.1723667,40.735657
"Newark, New Jersey","New Jersey","Newark","Tavern",17,1938,"",-74.1723667,40.735657
"Newark, Ohio","Ohio","Newark","Tourist Home",2,1939,"",-82.4012642,40.0581205
"Newark, Ohio","Ohio","Newark","Restaurant",1,1939,"",-82.4012642,40.0581205
"Newport News, Virginia","Virginia","Newport News","Beauty Parlor",1,1939,"",-76.4730122,37.0870821
"Newport News, Virginia","Virginia","Newport News","Service Station",1,1938,"",-76.4730122,37.0870821
"Newport News, Virginia","Virginia","Newport News","Tourist Home",5,1938,"",-76.4730122,37.0870821
"Newport News, Virginia","Virginia","Newport News","Restaurant",1,1939,"",-76.4730122,37.0870821
"Newport News, Virginia","Virginia","Newport News","Tavern",1,1939,"",-76.4730122,37.0870821
"Newport News, Virginia","Virginia","Newport News","Beauty Parlor",2,1938,"",-76.4730122,37.0870821
"Newport News, Virginia","Virginia","Newport News","Service Station",1,1939,"",-76.4730122,37.0870821
"Newport News, Virginia","Virginia","Newport News","Tourist Home",5,1939,"",-76.4730122,37.0870821
"Newport, Rhode Island","Rhode Island","Newport","Hotel",1,1939,"",-71.3128285,41.4901024
"Newport, Rhode Island","Rhode Island","Newport","Hotel",1,1938,"",-71.3128285,41.4901024
"Newport, Rhode Island","Rhode Island","Newport","Tourist Home",6,1939,"",-71.3128285,41.4901024
"Niagara Falls, New York","New York","Niagara Falls","Beauty Parlor",2,1939,"",-79.0377388,43.0962143
"Niagara Falls, New York","New York","Niagara Falls","Tavern",3,1939,"",-79.0377388,43.0962143
"Niagara Falls, New York","New York","Niagara Falls","Hotel",1,1939,"",-79.0377388,43.0962143
"Niagara Falls, New York","New York","Niagara Falls","Barber Shop",2,1939,"",-79.0377388,43.0962143
"Niagara Falls, New York","New York","Niagara Falls","Tourist Home",6,1939,"",-79.0377388,43.0962143
"Niagra Falls, New York","New York","Niagra Falls","Beauty Parlor",2,1938,"",-79.0377388,43.0962143
"Niagra Falls, New York","New York","Niagra Falls","Barber Shop",2,1938,"",-79.0377388,43.0962143
"Niagra Falls, New York","New York","Niagra Falls","Hotel",1,1938,"",-79.0377388,43.0962143
"Norfolk, Virginia","Virginia","Norfolk","Theater",1,1939,"",-76.2858726,36.8507689
"Norfolk, Virginia","Virginia","Norfolk","Tavern",2,1938,"",-76.2858726,36.8507689
"Norfolk, Virginia","Virginia","Norfolk","Restaurant",1,1939,"",-76.2858726,36.8507689
"Norfolk, Virginia","Virginia","Norfolk","Tourist Home",1,1939,"",-76.2858726,36.8507689
"Norfolk, Virginia","Virginia","Norfolk","Hotel",4,1938,"",-76.2858726,36.8507689
"Norfolk, Virginia","Virginia","Norfolk","Hotel",4,1939,"",-76.2858726,36.8507689
"Norfolk, Virginia","Virginia","Norfolk","Tourist Home",1,1938,"",-76.2858726,36.8507689
"Norfolk, Virginia","Virginia","Norfolk","Tavern",3,1939,"",-76.2858726,36.8507689
"Norfolk, Virginia","Virginia","Norfolk","Country Club",1,1939,"",-76.2858726,36.8507689
"North Adams, Massachusetts","Massachusetts","North Adams","Tourist Home",1,1939,"",-73.1087148,42.700915
"North Tarrytown, New York","New York","North Tarrytown","Beauty Parlor",1,1938,"",-73.8587461,41.0762077
"North Tarrytown, New York","New York","North Tarrytown","Barber Shop",2,1939,"",-73.8587461,41.0762077
"North Tarrytown, New York","New York","North Tarrytown","Barber Shop",2,1938,"",-73.8587461,41.0762077
"North Tarrytown, New York","New York","North Tarrytown","Beauty Parlor",1,1939,"",-73.8587461,41.0762077
"Oakland, California","California","Oakland","Tourist Home",2,1939,"",-122.2711137,37.8043637
"Oakland, California","California","Oakland","Beauty Parlor",1,1939,"",-122.2711137,37.8043637
"Oakland, California","California","Oakland","Service Station",3,1939,"",-122.2711137,37.8043637
"Oakland, California","California","Oakland","Tavern",2,1939,"",-122.2711137,37.8043637
"Oakland, California","California","Oakland","Garage",1,1939,"",-122.2711137,37.8043637
"Oberlin, Ohio","Ohio","Oberlin","Hotel",1,1939,"",-82.2173786,41.2939386
"Ocean City, New Jersey","New Jersey","Ocean City","Hotel",2,1939,"",-74.5746001,39.2776156
"Ocean City, New Jersey","New Jersey","Ocean City","Hotel",2,1938,"",-74.5746001,39.2776156
"Oil City, Pennsylvania","Pennsylvania","Oil City","Tourist Home",2,1938,"",-79.7064413,41.4339484
"Oil City, Pennsylvania","Pennsylvania","Oil City","Tourist Home",2,1939,"",-79.7064413,41.4339484
"Oklahoma City, Oklahoma","Oklahoma","Oklahoma City","Theater",1,1939,"",-97.5164276,35.4675602
"Oklahoma City, Oklahoma","Oklahoma","Oklahoma City","Beauty Parlor",1,1939,"",-97.5164276,35.4675602
"Oklahoma City, Oklahoma","Oklahoma","Oklahoma City","Automotive Service",1,1939,"",-97.5164276,35.4675602
"Oklahoma City, Oklahoma","Oklahoma","Oklahoma City","Hotel",8,1939,"",-97.5164276,35.4675602
"Oklahoma City, Oklahoma","Oklahoma","Oklahoma City","Tavern",1,1939,"",-97.5164276,35.4675602
"Okmulgee, Oklahoma","Oklahoma","Okmulgee","Hotel",1,1939,"",-95.9605502,35.6234367
"Old Orchid, Maine","Maine","Old Orchid","Tourist Home",1,1939,"",-70.3772911,43.5177659
"Omaha, Nebraska","Nebraska","Omaha","Tourist Home",6,1939,"",-95.9979883,41.2523634
